original_title,original_artist,spotify_title,spotify_artist,album,release_date,popularity,duration_ms,explicit,album_cover,kmeans_cluster,dbscan_cluster
A Burrinha,Quinteto Violado,A Burrinha,Quinteto Violado,Raizes Nordestinas,1999,0,136493,False,https://i.scdn.co/image/ab67616d0000b27384724edad23019bb0de2d3e6,1,471
Kyrie Eleison,Jane Winther,Kyrie Eleison,Jane Winther,Prayer,2005,11,159853,False,https://i.scdn.co/image/ab67616d0000b273b79317537b0a1e86a2aa0c99,1,2
Isabel,Juana Molina,Isabel,Juana Molina,Tres Cosas,2002,9,262893,False,https://i.scdn.co/image/ab67616d0000b27388738dbd6ed200e3b957cbdf,1,2
Evil Woman,Spooky Tooth,Evil Woman,Spooky Tooth,Spooky Two,2015,26,548826,False,https://i.scdn.co/image/ab67616d0000b2739675257e19067bd2aca56df4,1,544
Keep The Change,Joe Bataan,Keep The Change,Joe Bataan,Call My Name,2005,10,199386,False,https://i.scdn.co/image/ab67616d0000b273b1fba016fae09adf23418479,1,545
Heaven's In New York,Wyclef Jean,Heaven's In New York,Wyclef Jean,CARNIVAL VOL. II Memoirs of an Immigrant,2007,10,287506,False,https://i.scdn.co/image/ab67616d0000b273f4bcfb9a5b9dbc4e82b68bae,1,2
Sfm,Basement Jaxx,SFM,Basement Jaxx,Rooty,2001,20,161866,False,https://i.scdn.co/image/ab67616d0000b2737a9214e709915022f75a9044,1,279
All Shook Up,Smidi Beats,All Shook Up,Smidi Beats,All Shook Up,2022,0,200816,False,https://i.scdn.co/image/ab67616d0000b273ce115472728931c27cfa0d4d,1,2
Hawaii Blues ,Commander Cody And His Lost Planet Airmen,Hawaii Blues,Commander Cody and His Lost Planet Airmen,Commander Cody & His Lost Planet Airmen,1975,10,185440,False,https://i.scdn.co/image/ab67616d0000b2736bb661f74a1c0de41945326b,1,391
Screen Kiss,Thomas Dolby,Screen Kiss,Thomas Dolby,The Flat Earth,1984,20,333773,False,https://i.scdn.co/image/ab67616d0000b2732055e87fe0eab52b9277155c,1,444
Long Distance Moan,Blind Lemon Jefferson,Long Distance Moan,Blind Lemon Jefferson,Penitentiary Blues,1900,1,201798,False,https://i.scdn.co/image/ab67616d0000b2735b180b7bd8737149b6b592ae,1,-1
Bateu No Paladar,Moraes Moreira,Bateu No Paladar,Moraes Moreira,Moraes Moreira,1981,4,243991,False,https://i.scdn.co/image/ab67616d0000b27362358f5da219634ce1ad0395,1,202
Oh Serena,The Distillers,Oh Serena,The Distillers,The Distillers,2000,30,152693,False,https://i.scdn.co/image/ab67616d0000b273c0b2aa5a2d54ce64fe5573e7,1,453
Take It,Cassidy,Take It Back To '85,Tha Eastsidaz,Snoop Dogg Presents Tha Eastsidaz,2000,15,262173,True,https://i.scdn.co/image/ab67616d0000b273140bf7763dc4647dec0d3dba,1,258
Love Ain't Nothing But a Business Goin On,Junior Parker,Love Ain't Nothing but a Business Goin' On,Junior Parker,Funny How Time Slips Away,1991,10,202560,False,https://i.scdn.co/image/ab67616d0000b2738c11d35e37e745609577bebd,1,-1
The Cross That Bears His Name,Cheri Keaggy,The Cross That Bears His Name,Cheri Keaggy,Child Of The Father,1994,3,262200,False,https://i.scdn.co/image/ab67616d0000b27348197ce816a6947380f1cdf5,1,332
You Made Me The Thief Of Your Heart,The Shamrock Singers,You Made Me The Thief Of Your Heart,The Shamrock Singers,The Best Of Ireland Today - 18 Smash Hits,2008,0,395866,False,https://i.scdn.co/image/ab67616d0000b2739c8eec0feed949a2298816eb,1,2
Trust In The Lord,Lynn August,Trust In The Lord,Lynn August,Creole People,2001,0,262560,False,https://i.scdn.co/image/ab67616d0000b27345f5c13001f18b6aac88ed4c,1,2
Tora,POLINA,Tora,Polina,Kenourgios Erotas,1984,2,203493,False,https://i.scdn.co/image/ab67616d0000b273e7c2f33449a9c8dfa52f8a17,1,2
San Geng Ye Ban,Sandy Lam,三更夜半Wild Mix - Live in Hong Kong/2011,Sandy Lam,Sandy Lam Concert Mmxi (Live in Hong Kong/ 2011),2012,5,821186,False,https://i.scdn.co/image/ab67616d0000b273a1941f206aeb0fbae5adae6b,1,-1
Morse,Gorki,Morse,Gorki,Homo Erectus,2006,5,209280,False,https://i.scdn.co/image/ab67616d0000b27358156ba2893522da995e17d6,1,2
Makin' Believe,Kitty Wells,Making Believe - 1955 Single Version,Kitty Wells,Kitty Wells’ Country Hit Parade,1956,34,175800,False,https://i.scdn.co/image/ab67616d0000b273b94f6075f87e0936e7e165a4,0,-1
Three Romances_ Op. 22: III,Double Image,"Three Romances for Violin & Piano, Op. 22: III. Third Movement",Clara Schumann,Secret Whispers - Double Image Pays Homage to Clara Schumann,1996,0,262933,False,https://i.scdn.co/image/ab67616d0000b27388bab5b70df71dfac3a3091a,1,41
Adelante,Isabel Pantoja,Adelante,Isabel Pantoja,Donde El Corazón Me Lleve,2002,8,183226,False,https://i.scdn.co/image/ab67616d0000b273debb0291040650136bd07251,1,452
Eriatarka,The Mars Volta,Eriatarka,The Mars Volta,Deloused in the Comatorium,2003,42,380466,False,https://i.scdn.co/image/ab67616d0000b273f32a4535c09f7cae822bd695,1,546
Just Say Yes,Snow Patrol,Just Say Yes,Snow Patrol,Up To Now,2009,58,281346,False,https://i.scdn.co/image/ab67616d0000b27309e243a09405dcfc10de9935,1,45
Why Do I,FFH,Why Do I,FFH,Found A Place,2001,4,277626,False,https://i.scdn.co/image/ab67616d0000b2734be1f59b5ade77bccfd4cab5,1,320
Shaggy Dog Songs,The Highwaymen,Shaggy Dog Songs,The Highwaymen,Hootenanny With The Highwaymen,1972,0,150813,False,https://i.scdn.co/image/ab67616d0000b273711a4d15e5daf6ae9cd675b7,1,2
Get It Together,Beastie Boys,Get It Together,Beastie Boys,Ill Communication,1994,52,245626,True,https://i.scdn.co/image/ab67616d0000b273436a305db8bd85b820da3e5a,6,547
02'-15',Karlheinz Stockhausen,02'-15',Karlheinz Stockhausen,Stockhausen - MANTRA,1988,2,277173,False,https://i.scdn.co/image/ab67616d0000b273b9edf7358d40d1de10388424,1,2
It's Alright,Jennifer Clarke,It's Alright,Jennifer Clarke,Jennifer Clarke,2008,0,213213,False,https://i.scdn.co/image/ab67616d0000b273dde8beeabd1c6bd231cad3fe,1,2
Make It With You,Sugar Minott,Make it with You,Sugar Minott,"Essential Classics, Vol. 564: Sugar Minott",2024,8,211732,False,https://i.scdn.co/image/ab67616d0000b273c49d291b143f2c2864de91ca,3,247
Permanently Lonely,Billie Jo Spears,Permanently Lonely,Billie Jo Spears,The Ultimate Collection,2007,1,180906,False,https://i.scdn.co/image/ab67616d0000b273849e344c99975857049b1398,1,171
Le Chagrin de Coco,Alexandre Desplat,Le Chagrin De Coco,Alexandre Desplat,Coco Before Chanel (Original Motion Picture Soundtrack),2009,10,179746,False,https://i.scdn.co/image/ab67616d0000b2737bdfcc59bab4c8a5e305826e,1,288
I'm Living In Canaan Now,The Perrys,I'm Living In Canaan Now,The Perrys,Remembering The Happy Goodmans,2005,14,125960,False,https://i.scdn.co/image/ab67616d0000b27309ee3497b99275504090cdd2,1,97
Been a Long Time  [Club Radio],Nicola Fasano,Been a Long Time (feat. Paula B) [Club Radio],Nicola Fasano,"House Pleasure, Vol. 2",2010,0,216058,False,https://i.scdn.co/image/ab67616d0000b273b93165234e6bd7f65aecf453,1,2
Left Alone...,Philip Glass,In the Summer House: XIII. Left Alone,Philip Glass,Glass: In the summer house,2016,1,61200,False,https://i.scdn.co/image/ab67616d0000b27388d0269204678c5b842bf9fb,1,41
This Is Where It Ends ,Barenaked Ladies,This Is Where It Ends,Barenaked Ladies,Born on a Pirate Ship (Enhanced Edition),1996,24,173200,False,https://i.scdn.co/image/ab67616d0000b27390a09aa3edca8b7cd812d03c,1,-1
Baby ,Prince,Baby I'm a Star,Prince,Purple Rain,1984,50,264400,False,https://i.scdn.co/image/ab67616d0000b2738a2ce3f148f57584269c3782,1,-1
If Every Day Could Be Christmas,Richie McDonald,If Every Day Could Be Christmas,Richie McDonald,If Everyday Could Be Christmas,2009,4,292720,False,https://i.scdn.co/image/ab67616d0000b2736cfc8452eaa879645a020d61,1,2
Schitzo,brokeNCYDE,Schitzo,Brokencyde,I'm Not a Fan But the Kids Like It,2009,33,248306,True,https://i.scdn.co/image/ab67616d0000b273c68da345b073a891ac40267e,1,3
Sunday Driver  ,The Gufs,Sunday Driver,The Gufs,The Gufs,1996,1,232400,False,https://i.scdn.co/image/ab67616d0000b273eeb331044ad9ce16bc441de0,1,2
No Escapin' This,Beatnuts,No Escapin' This,The Beatnuts,No Escapin' This,2001,33,231133,False,https://i.scdn.co/image/ab67616d0000b273a3ad45752514b85b0953eb88,1,-1
Abandonada / Blancas azucenas,Sierra Maestra,Abandonada/Blancas Azucenas,Sierra Maestra,Criolla Carabalí,1994,2,87980,False,https://i.scdn.co/image/ab67616d0000b273facef7833207c33f746ca230,1,338
The Suit,Public Image Ltd,The Suit,Public Image Ltd.,Metal Box,1979,11,209506,False,https://i.scdn.co/image/ab67616d0000b273c7b4593ada796a713010466b,1,630
Train_ Train ,Blackfoot,"Train, Train",Blackfoot,Strikes,1979,51,216693,False,https://i.scdn.co/image/ab67616d0000b273b0cb99579af59e4a51f7887d,1,398
Blood Will Fall,Demonbreed,Blood Will Fall,Demonbreed,Closer To God,2005,0,330933,False,https://i.scdn.co/image/ab67616d0000b2733a4d19230d9c28827d209f05,1,2
Pennies From Heaven,Dean Martin,Pennies From Heaven,Frank Sinatra,Sinatra/Basie: The Complete Reprise Studio Recordings,1962,49,207200,False,https://i.scdn.co/image/ab67616d0000b273cb81eb3c1238c60f2bbfd3b5,1,-1
When Tomorrow Hits ,Mudhoney,When Tomorrow Hits,Mudhoney,Mudhoney,1989,16,159573,False,https://i.scdn.co/image/ab67616d0000b2739501379ef2d1718f85491d95,1,245
Come On Shake My Feelin',Smiley,Come On Shake My Feelin',Smiley,Scream-Machine/Come On Shake My Feelin',2006,0,186027,False,https://i.scdn.co/image/ab67616d0000b2733076aac3f3d96093674cd0db,1,2
Take The Long Way Home,Faithless,Take the Long Way Home,Faithless,Sunday 8pm / Saturday 3am,2004,23,433426,False,https://i.scdn.co/image/ab67616d0000b2739a698fd22763a550e89f509e,1,440
Ave Maria,Erik Berglund,Ave Maria,Erik Berglund,Somewhere,2002,0,354666,False,https://i.scdn.co/image/ab67616d0000b273874e781c6efa654017433187,1,2
Locust Street ,The Black Crowes,Locust Street,The Black Crowes,Warpaint,2008,16,255240,False,https://i.scdn.co/image/ab67616d0000b2732eaa41aa11232f4f9117353f,1,243
Prick For President,Yuppie Pricks,Prick For President,The Yuppie Pricks,Broker's Banquet,2005,0,134440,False,https://i.scdn.co/image/ab67616d0000b273913b12cff9950d0d833fc12d,1,2
The Main Thing ,Scott Krippayne,The Main Thing,Scott Krippayne,Wild Imagination,1995,1,230000,False,https://i.scdn.co/image/ab67616d0000b273944a8b2bc5b9bc292be192ed,1,2
Ayer,El Gran Silencio,Ayer,El Gran Silencio,Super Riddim Internacional Volumen 1,2003,11,300040,False,https://i.scdn.co/image/ab67616d0000b2732942592d7c6d414839c2d740,1,548
A Little Louder,DJ Icey,A Little Louder - Sidewinder Dub,DJ Icey,A Little Louder,2003,0,332986,False,https://i.scdn.co/image/ab67616d0000b273e6d263cc6eefb9156ac5a14b,1,295
Kudian Kudian,Babbu Maan,Kudian Kudian,Babbu Maan,Hits of Babbu Maan,1999,19,228386,False,https://i.scdn.co/image/ab67616d0000b273944d70712f462a4069c2b14f,1,2
Misty,King Curtis,Misty,King Curtis,The Everest Sessions: Azure,1960,0,167908,False,https://i.scdn.co/image/ab67616d0000b2733fa1ae9fdb809a4e6fbaa0fe,1,431
Sinnloz/ Anakonda ,Der Moderne Man,Sinnloz/Anakonda - Live Zürich 19. März 1983,Der Moderne Man,Verstimmt (Live),2012,0,195213,False,https://i.scdn.co/image/ab67616d0000b273021385a0372f180d2fe9a5ac,1,43
How Bad Do You Want It,Mark Wills,How Bad Do You Want It,Mark Wills,And The Crowd Goes Wild,2003,3,208050,False,https://i.scdn.co/image/ab67616d0000b27380e2ad40e0386d74bce94aa0,0,145
Je me sens libre,Yvette,Je me sens libre - De la nuit mix,Bonsugi feat. Yvette,Je me sens libre,2014,0,299970,False,https://i.scdn.co/image/ab67616d0000b273e51573609514f3880da3aac7,1,2
Un ballo in maschera _ Act 2: Oh_ qual soave brivido ,Maria Callas/Giuseppe di Stefano/Orchestra del Teatro alla Scala_ Milano/Gianandrea Gavazzeni,"Verdi: Un ballo in maschera, Act 2: ""Oh, qual soave brivido"" (Riccardo, Amelia) [Live, Milan 1957]",Giuseppe Verdi,"Verdi : Un ballo in maschera (Live, Milan 1957)",1999,0,233373,False,https://i.scdn.co/image/ab67616d0000b273d8f7333ba33b27f3c5b6caf4,1,41
Moore Street Girls,The Elders,Moore Street Girls,The Elders,Live at the Gem Theater,2005,2,310056,False,https://i.scdn.co/image/ab67616d0000b2730853731f9131b10fb144eec8,1,2
Azzurro,Jaime Urrutia,Azzurro,Jaime Urrutia,El muchacho electrico,2005,16,278973,False,https://i.scdn.co/image/ab67616d0000b273a5f051b306770e9c330001f6,1,257
Ole Ola,Grupo Batuque,Olê Olá - Fauna Flash Remix,Grupo Batuque,Rhythmix: Reluque Batuque,2002,3,403160,False,https://i.scdn.co/image/ab67616d0000b2737f010207229f6e3f9e1ce90d,1,2
Bullet Proof ... I Wish I Was ,Radiohead,Bullet Proof ... I Wish I Was,Radiohead,The Bends,1995,63,208733,False,https://i.scdn.co/image/ab67616d0000b2739293c743fa542094336c5e12,1,28
Sometimes I,Plasmatics,Sometimes I,Plasmatics,New Hope For The Wretched/Metal Priestess,1989,10,238626,False,https://i.scdn.co/image/ab67616d0000b2733adea302df7965f54492c049,1,343
I've Got A Thing About You Baby ,Tony Joe White,I've Got A Thing About You Baby - Live,Tony Joe White,Swamp Fever (Live London '74),2025,6,203699,False,https://i.scdn.co/image/ab67616d0000b2732526ea87e7a633b684a5610d,1,271
Pli Selon Pli /IV.  Improvisation sur Mallarmé III,Pierre Boulez,"Pli Selon Pli (""fold according to fold""): IV. Improvisation sur Mallarmé III",Pierre Boulez,Original Album Classics - Pierre Boulez,1970,0,955853,False,https://i.scdn.co/image/ab67616d0000b2732a8564d8c8eca9de39648f9a,1,511
All I Ever,Ms. Dynamite,All I Ever,Ms. Dynamite,A Little Deeper,2002,8,269800,True,https://i.scdn.co/image/ab67616d0000b273e06ab2393cffcc174c604244,1,3
Fire,Steve Vai,Valley Of Fire,Jason Becker,Triumphant Hearts,2018,34,544840,False,https://i.scdn.co/image/ab67616d0000b2733a27d535d5f109a113442d08,1,-1
Girl by the Lake,Max Stalling,The Girl by the Lake,Max Stalling,One of the Ways,2007,3,161186,False,https://i.scdn.co/image/ab67616d0000b273ab4df20d4c0e75077b0dc003,1,2
Who In the World ,Babbie Mason,Who In the World,Babbie Mason,A World of Difference,1991,0,210600,False,https://i.scdn.co/image/ab67616d0000b273d613acfecccf5e236a784540,1,183
You're Laughing Now,Jazz Gillum,You're Laughing Now,Jazz Gillum,Jazz Gillum Vol. 1 1936-1938,1993,0,165799,False,https://i.scdn.co/image/ab67616d0000b27318ce78d2c1df7339e9e351b5,1,468
Set The World On Fire,Britt Nicole,Set The World On Fire - Neon Feather Remix,Britt Nicole,THE REMIXES,2015,22,230453,False,https://i.scdn.co/image/ab67616d0000b27303b28c1ae45e2b56ae1acebf,1,58
Devil Pickney,Sugar Minott,Devil's Pickney,Sugar Minott,Reggae Anthology: Sugar Minott - Hard Time Pressure,2011,2,291160,False,https://i.scdn.co/image/ab67616d0000b273307f772c5186078beb9a747c,3,247
Noe Cuando El Diluvio ,Rocio Jurado,Noe Cuando el Diluvio (Sevillanas Biblicas),Rocío Jurado,Flamenco,2008,4,215666,False,https://i.scdn.co/image/ab67616d0000b2737028e20c244f7eb9f39ee9aa,1,233
Quarter P.O.D.,Assassin,Quarter P.O.D,DJ King Assassin,Hitman 4 Hire,2003,2,155160,False,https://i.scdn.co/image/ab67616d0000b273dcba7a12a68e1d7288b32fbb,1,2
Rafaniello,99 Posse,Rafaniello - Versione Strumentale,99 Posse,Rafaniello / Salario Garantito,2007,9,349506,False,https://i.scdn.co/image/ab67616d0000b27320b0d8e51fad631e14bdc37c,1,2
Sometimes ,Doug Sahm,Sometimes You've Got to Stop Chasing Rainbows,Doug Sahm,The Genuine Texas Groover,2003,3,166040,False,https://i.scdn.co/image/ab67616d0000b273bdae2b810b6493aa634900e7,1,391
Heaven Stood Still,Mink DeVille,Heaven Stood Still,Mink DeVille,Le Chat Bleu,1980,24,174040,False,https://i.scdn.co/image/ab67616d0000b2739039eb0d1d7c56a7bbb44fc8,1,2
Red River Falling /O rubor sanguinis,Richard Souther,Red River Falling /O rubor sanguinis - Voice,Richard Souther,Illumination,1996,1,283266,False,https://i.scdn.co/image/ab67616d0000b2734cfa940dca6b39110933b475,1,2
Near The Cross,Dorothy Norwood,Near The Cross,Dorothy Norwood,Hattie B's Daughter,1997,21,287040,False,https://i.scdn.co/image/ab67616d0000b273a4cb7b2d08a7f002d2ee9b78,1,163
Till The End Of The Day ,Big Star,Till The End Of The Day,Big Star,Third,2016,16,133466,False,https://i.scdn.co/image/ab67616d0000b273ec6f447ace9a740d47b060bd,1,160
Zapando Con La Gente,Sui Generis,Zapando Con la Gente (En Vivo),Sui Generis,Adiós Sui Generis Vol.I,1975,19,269840,False,https://i.scdn.co/image/ab67616d0000b273b318d08495925d76ee4b8ac3,1,42
Tearing Everyone Down,Anti-Flag,Tearing Everyone Down,Anti-Flag,A New Kind of Army,1999,38,175673,False,https://i.scdn.co/image/ab67616d0000b273354ef7b5fd38fe00394806d3,1,453
In The Rain,Pedro Luis e a Parede,In the Rain,Pedro Luis E A Parede,Astronauta Tupy,1997,7,151933,False,https://i.scdn.co/image/ab67616d0000b2739e1236409cae89b6ce74a849,1,2
Left For Dead ,Chimaira,Left for Dead,Chimaira,Chimaira,2005,25,342373,False,https://i.scdn.co/image/ab67616d0000b2733cc74c65188783345813db73,1,-1
Need ,Cindy Morgan,Need,Cindy Morgan,Listen,1991,1,210706,False,https://i.scdn.co/image/ab67616d0000b273f72384adc85d2eeb7ec9130b,1,99
The Obsession,The James Taylor Quartet,The Obsession,James Taylor Quartet,The Oscillator,2000,4,285866,False,https://i.scdn.co/image/ab67616d0000b273747f16520caebd2bf26532f2,1,2
A Good Life,Joe Grushecky,A Good Life,Joe Grushecky,A Good Life,2009,2,231573,False,https://i.scdn.co/image/ab67616d0000b273224de17e2effbaa5baf167fe,1,224
Cop It,MIMS,Cop It,MiMS,Music Is My Savior,2007,16,181226,True,https://i.scdn.co/image/ab67616d0000b273ef4e6a5820969469d9878b35,1,-1
A Nadie Le Interesa Si Quedás Atrás ,Vox Dei,A Nadie Le Interesa Si Quedás Atrás (Total Que...),Vox Dei,Cuero Caliente,1998,14,197000,False,https://i.scdn.co/image/ab67616d0000b2739a4dcf7bc02340add6110ab1,1,42
You Move Me,Rick Astley,You Move Me,Rick Astley,Whenever You Need Somebody,1987,29,222533,False,https://i.scdn.co/image/ab67616d0000b27315ebbedaacef61af244262a8,1,492
Can I Get A Witness,RUN-DMC,Can I Get A Witness,Run–D.M.C.,Down With The King,1993,13,216666,False,https://i.scdn.co/image/ab67616d0000b273ebc26120d1812653b920e3b3,6,311
Plasma ,Sinch,Plasma,Sinch,Sinch,2002,12,300733,False,https://i.scdn.co/image/ab67616d0000b2736d89a9f471a2cb1676311ec5,1,2
Meditacao,João Gilberto,Meditacao - Live At Carnegie Hall/1964,Stan Getz,Getz/Gilberto #2,1964,30,240826,False,https://i.scdn.co/image/ab67616d0000b27305cf24e5d51dcbd0e4123903,1,-1
For The Singer Of R.E.M.,fIREHOSE,For The Singer Of R.E.M.,fIREHOSE,If'n,1987,17,200226,False,https://i.scdn.co/image/ab67616d0000b273bd992c8bb42c952580a58022,1,433
Tumble Down,Burning Spear,Tumble Down,Burning Spear,Live at Montreux Jazz Festival 2001,2002,11,494654,False,https://i.scdn.co/image/ab67616d0000b27328a71bcf3dbb5f05eaca3706,3,156
Ballad In Urgency,The Black Crowes,Ballad In Urgency,The Black Crowes,Amorica.,1994,23,339200,False,https://i.scdn.co/image/ab67616d0000b273fd80dcd6e6fa06d0603d64f3,1,243
On Fait Ce Qu'on Peut,Uman,On fait ce qu'on peut,Uman,L'aventure c'est l'aventure,2007,3,212973,False,https://i.scdn.co/image/ab67616d0000b273dc0ce448a78a0db02783d204,1,2
Electro nicpig,Electronic pig,Electro nicpig,Electronic Pig,Notorious P.I.G.,2005,0,218679,False,https://i.scdn.co/image/ab67616d0000b273740b39a7ab937faaae6f55be,1,2
Mermaid,Grayson Capps,Mermaid,Grayson Capps,Songbones,2007,4,245106,False,https://i.scdn.co/image/ab67616d0000b2732d93f2e78588ed008bc9413d,1,2
Come Out Into The Open,Neil Innes,Come out into the Open,Neil Innes,Re-Cycled Vinyl Blues,1995,1,222826,False,https://i.scdn.co/image/ab67616d0000b2736b380d74ed6bdc3c56252bc3,1,2
Take The Veil Cerpin Taxt,The Mars Volta,Take The Veil Cerpin Taxt,The Mars Volta,Deloused in the Comatorium,2003,35,521666,False,https://i.scdn.co/image/ab67616d0000b273f32a4535c09f7cae822bd695,1,546
I Gave You Everything,Irma Thomas,I Gave You Everything,Irma Thomas,Something Good: The Muscle Shoals Sessions,1990,3,143200,False,https://i.scdn.co/image/ab67616d0000b273c5c8dcacc1fdd8c2bf00eed8,1,239
Burma Diginin Eger Er,Grup Knar,Burma Diginin Eger Er,Grup Knar,Anadolu Ermeni Halk Müziği,1999,1,106632,False,https://i.scdn.co/image/ab67616d0000b2734c59c062a7decb61b0bc0687,1,2
Zi You Zi Zai,Stephy Tang,自遊自在,Stephy Tang,Fantasy,2006,5,203035,False,https://i.scdn.co/image/ab67616d0000b273205b8edca2b557d4fd75d216,1,165
1. Allegro,Eduardo Fernandez / Norbert Blume / English Chamber Orchestra / George Malcolm,"Concerto for Viola d'amore, Lute, Strings and Continuo in D minor, RV 540: 1. Allegro (Arr. for Guitar)",Antonio Vivaldi,Giuliani & Vivaldi: Guitar Concertos,1987,6,342360,False,https://i.scdn.co/image/ab67616d0000b273449e9558a67bec1b28e80fda,1,41
Il Y A Des Anges,Line Renaud,Il y a des anges - Remasterisé en 2013,Line Renaud,Les années chansons,1994,1,140733,False,https://i.scdn.co/image/ab67616d0000b2737aeade68ff65403b06e73d7b,1,219
If You're A Viper ,Jim Kweskin,If You're a Viper,The Jim Kweskin Jug Band,Garden of Joy,2013,3,122666,False,https://i.scdn.co/image/ab67616d0000b273bc7fafe219afffed49063b6b,1,2
Long Live The Party,Andrew W.K.,Long Live The Party,Andrew W.K.,The Wolf,2003,23,240426,False,https://i.scdn.co/image/ab67616d0000b2735ae7d27dcc795a7983cbc166,1,2
Don't Upset The Rhythm ,Noisettes,Don't Upset The Rhythm (Go Baby Go),Noisettes,Wild Young Hearts,2009,42,228786,False,https://i.scdn.co/image/ab67616d0000b2735d678fdf0b3ca742bb2d58d7,1,2
I Put A Spell On You,Maysa,I Put A Spell On You,Maysa,A Woman In Love,2010,3,312093,False,https://i.scdn.co/image/ab67616d0000b273893581b3e1efc693c9074d65,1,2
L4-L5,Amilcar,L4-L5,Amílcar,Vacuuming the Forest,2021,0,277708,False,https://i.scdn.co/image/ab67616d0000b2732648617ca280eb34bbfcc8d7,1,2
Si Tu Veux Le Savoir,Marc Lavoine,Si tu veux le savoir,Marc Lavoine,Marc Lavoine,1985,13,208226,False,https://i.scdn.co/image/ab67616d0000b273060b57fc4508ac71bf0fc55c,1,1
Alright_ Alright_ Alright,Mungo Jerry,"Alright, Alright, Alright",Mungo Jerry,In the Summertime,1970,36,167040,False,https://i.scdn.co/image/ab67616d0000b2739c71f323289b18028b82b822,1,15
Estar Junto A Ti ,Yuridia,Estar Junto a Ti (Angel),Yuridia,Habla el Corazón,2006,27,265933,False,https://i.scdn.co/image/ab67616d0000b2733f9ae64d396d0dbaf9627468,1,27
Speak Softly,Claw Hammer,Speak Softly,Claw Hammer,Pablum,1993,0,293866,False,https://i.scdn.co/image/ab67616d0000b273aaeed8a6e8d44b0d8e1116ff,1,2
Bad,Tomash Gee,Bad,Tomash Gee,Bloodsuckers EP,2006,0,374308,False,https://i.scdn.co/image/ab67616d0000b2733b7ac0c8539a489a16eef442,1,2
Le Pull Over,Gloria Lasso,Le Pull over,Gloria Lasso,Platinum,2008,0,162560,False,https://i.scdn.co/image/ab67616d0000b2731f3f3393c42d74e9f811e43f,1,371
A Song For You ,Bizzy Bone,A Song for You,Bizzy Bone,A Song for You,2008,17,238200,True,https://i.scdn.co/image/ab67616d0000b27387f89e8cadbe60bb7fbea3b5,4,-1
Where Do The Children Play? ,Big Mountain,Where Do the Children Play?,Big Mountain,Resistance,1995,17,216066,False,https://i.scdn.co/image/ab67616d0000b27337f46245dccd38e43d0010d8,1,-1
No Buts - No Maybes,Professor Longhair,No Buts - No Maybes,Professor Longhair,Singles 1949 - 1957,2012,0,133253,False,https://i.scdn.co/image/ab67616d0000b2738484bb8bfc6ff565def45b7e,1,549
Wake Me Up,Richi M.,Wake Me Up - Radio Version,Richi M.,Perfect World,1998,23,237200,False,https://i.scdn.co/image/ab67616d0000b273c94dbd73d94639c01babd2d4,1,2
Crow Killer,Unearth,Crow Killer,Unearth,The March,2008,21,197386,False,https://i.scdn.co/image/ab67616d0000b27389319a3ea95fc4c1adacd58e,1,378
Cattle Call,Slim Whitman,Cattle Call,Slim Whitman,The Essential Slim Whitman,2009,18,152280,False,https://i.scdn.co/image/ab67616d0000b2739613353e3602e79e06508fe7,1,368
Three Wheel Cadillac,Foghat,Three Wheel Cadillac - 2016 Remaster,Foghat,The Complete Bearsville Album Collection,2016,0,235093,False,https://i.scdn.co/image/ab67616d0000b27307c88d7d28c9b4e6bd657b81,1,641
A Simple Desultory Philippic ,Simon & Garfunkel,A Simple Desultory Philippic,Simon & Garfunkel,"Parsley, Sage, Rosemary And Thyme",1966,32,133920,False,https://i.scdn.co/image/ab67616d0000b273fb107b5a07df183f1836d9cb,1,519
Come On ,Stevie Ray Vaughan And Double Trouble,"Come On, Pt. III - 1984 Version",Stevie Ray Vaughan,Couldn't Stand The Weather (Legacy Edition),1984,27,273653,False,https://i.scdn.co/image/ab67616d0000b273eb72e98b6e645a68cdfe72a4,1,70
Dance,Tim Hughes,Dance - Live,Tim Hughes,Happy Day - Live Worship - London,2009,8,268293,False,https://i.scdn.co/image/ab67616d0000b27376ce46a5ea26cdac824ebc48,1,312
The Mission,Stephen Marley / Damian Marley,The Mission - Acoustic Version,Stephen Marley,Mind Control (Acoustic),2008,28,273906,False,https://i.scdn.co/image/ab67616d0000b273c251a3cd3b8e764e2b904d36,3,38
Old Shep,Red Foley,Old Shep,Red Foley,The Country Music Hall Of Fame,1991,25,196293,False,https://i.scdn.co/image/ab67616d0000b273e620e5a233c1fb08e5da43fd,0,369
Me Recuso,Gal Costa,Me Recuso,Gal Costa,Caras E Bocas,1977,19,252066,False,https://i.scdn.co/image/ab67616d0000b273a5e485e18fcfb94b91967ad8,1,103
Rapture  ,Blondie,Rapture,Blondie,Greatest Hits: Blondie,2006,54,299373,False,https://i.scdn.co/image/ab67616d0000b2734a91996f05bcfcdbc2c88e0e,1,-1
Vals '89,Manolis Famellos & I Podilates,Vals '89,Manolis Famellos & I Podilates,Manolis Famellos & I Podilates + 5 Anekdota Tragoudia,1996,0,163560,False,https://i.scdn.co/image/ab67616d0000b27304220f82cbb5e1b695ce6325,1,2
